project,issue_number,issue_type,text,classification,indicator
impala,8945,description,"Reported by  The Impala docs entry for the IS DISTINCT FROM operator states: The <= But this expression is not equivalent to A <= (A IS NULL AND B IS NULL) OR ((A IS NOT NULL AND B IS NOT NULL) AND (A = B)) This expression should replace the existing incorrect expression. Another expression that is equivalent to A <= if(A IS NULL OR B IS NULL, A IS NULL AND B IS NULL, A = B) This one is a bit easier to follow. If you use this one in the docs, just replace the following line with: The <=> operator can use a hash join, while the if expression cannot.",documentation_debt,low_quality_documentation
impala,8945,summary,Impala Doc: Incorrect Claim of Equivalence in Impala Docs,documentation_debt,low_quality_documentation
impala,8948,description,"Ref: In the ""Impala Can INSERT?"" column of the file type support matrix for Text, we claim that Impala can insert into a compressed-text table: ""Yes: {{CREATE TABLE}}, {{INSERT}}, {{LOAD DATA}}, and query."" This doesn't appear to be the case as Impala does not support the writing of compressed text in any version at the time of this writing.",non_debt,-
impala,8948,summary,"[DOCS] Review ""How Impala Works with Hadoop File Formats""",non_debt,-
impala,8959,comment_0,"I'm pretty sure that this the same cause - I checked and the query was run via HS2, so we're exposed to the same Impyla bug.",non_debt,-
impala,8959,description,Error details Stack trace,non_debt,-
impala,8959,summary,test_union failed with wrong results on S3,non_debt,-
impala,9013,comment_0,Covered by IMPALA-9009,non_debt,-
impala,9013,description,Review Hive implementation to see if anything special needs to be done for DML. The Hive column masking design doc does not reflect the current code.,documentation_debt,outdated_documentation
impala,9013,summary,Column Masking DML support,non_debt,-
impala,902,comment_0,"Talked with Tucu and he suggested not worrying about this because it represents a misconfiguration, i.e. the users should be on the local system.",non_debt,-
impala,902,description,"We use YARN's to check if a user has access to a resource pool. If the user is not on the remote system, (Hadoop) will write a scary looking message and stack to the log. This is not actually a functional problem, but this spew may appear in impalad logs and should be hidden. e.g. when I connect to a remote impalad where I'm not a user on the local system, our logs will show:",code_debt,low_quality_code
impala,902,summary,Hide scary log spew warning from Hadoop when checking resource pool access,code_debt,low_quality_code
impala,9030,comment_0,We may need to deal with translated external HDFS tables and HBase tables too. May need to review all supported storage systems.,non_debt,-
impala,9030,description,"In HIVE-22158 HMS disallows creating of any managed table which is not transactional. This breaks the behavior for managed Kudu tables created from Impala. When user creates a managed Kudu table, HMS internally translates such table into a external table with an additional property set to true. The table type is changed to EXTERNAL. Subsequently, when such a table is dropped or renamed, Catalog thinks such tables as external and does not update Kudu (dropping the table in Kudu or renaming the table in Kudu). This is unexpected from the point of view of user since user may think that they created a managed table and Impala should handle the drop and rename accordingly. The same applies to certain other alter operations like alter table set properties on a managed Kudu table which previously was disallowed now goes through after HIVE-22158",non_debt,-
impala,9030,summary,Handle translated external Kudu tables,non_debt,-
impala,9070,description,Atlas needs table location information to establish lineage between table location and newly created external tables in Impala. This information should be sent to backend after successful table creation.,non_debt,-
impala,9070,summary,Include table location information in lineage graphs for external tables.,non_debt,-
impala,910,comment_0,Let's discuss this first before adding yet another flag. It would be preferable to come up with a solution that works without yet more user input.,non_debt,-
impala,910,comment_1,", is this something you plan to address in the AC memory work underway (perhaps without adding new configuration)?",non_debt,-
impala,910,comment_2,I don't think this is as relevant anymore. I'll re-open if we change our minds.,non_debt,-
impala,910,description,"The admission control pool mem limits will currently reject requests that have memory limits that are higher than the pool mem limit. Instead of this behavior, we should offer a flag to cap mem estimates as a fraction of the pool mem limits. This will allow requests to be admitted that may be rejected just because their estimates are unreasonably high.",non_debt,-
impala,910,summary,Admission control should allow users to clamp very large estimates,non_debt,-
impala,9119,comment_0,There wasn't enough information captured to figure out which query it was.,non_debt,-
impala,9119,comment_1,"Since the jenkins runs are short-lived, is it a good idea to attach full logs while creating such JIRAs. I missed capturing the actual query that caused these errors in the JIRA :(",non_debt,-
impala,9119,comment_2,"I would've put more effort into reproducing if it was a high frequency flaky or a product bug, but decided just to move forward here.",non_debt,-
