project,text,classification
jruby-1.4.0,// generate method cache initialization code,non_debt
jruby-1.4.0,// check the condition,non_debt
jruby-1.4.0,// brute force construction inline,non_debt
jruby-1.4.0,// call isTrue on the result,non_debt
jruby-1.4.0,// NE == nonzero (i.e. true),non_debt
jruby-1.4.0,// clear body or next result after each successful loop,non_debt
jruby-1.4.0,// EQ == 0 (i.e. false),non_debt
jruby-1.4.0,// check the condition,non_debt
jruby-1.4.0,// and remaining jump exceptions should restore $!,non_debt
jruby-1.4.0,// restore the original exception,non_debt
jruby-1.4.0,// expected,non_debt
jruby-1.4.0,// push true,non_debt
jruby-1.4.0,// static scope,non_debt
jruby-1.4.0,// extract item from array,non_debt
jruby-1.4.0,// just confirm args length == required,non_debt
jruby-1.4.0,// superClazz = null;,non_debt
jruby-1.4.0,"// next, iterate over all optional args, until no more arguments",non_debt
jruby-1.4.0,// script object,non_debt
jruby-1.4.0,// unwrap scopes to appropriate depth,non_debt
jruby-1.4.0,// store the local vars in a local variable,non_debt
jruby-1.4.0,// chain to the next segment of this giant method,non_debt
jruby-1.4.0,// normal return for method body. return jump for within a begin/rescue/ensure,non_debt
jruby-1.4.0,"// class bodies prepare their own dynamic scope, so let it do that",non_debt
jruby-1.4.0,// chain to the next segment of this giant method,non_debt
jruby-1.4.0,// block,non_debt
jruby-1.4.0,// Fix FileNameCompletor to work mid-line,non_debt
jruby-1.4.0,// normal closure,non_debt
jruby-1.4.0,// we only need full-on redo exception handling if there's logic that might produce it,non_debt
jruby-1.4.0,// jump back to the top of the main body of this closure,non_debt
jruby-1.4.0,"// Struct bodies should be public by default, so set block visibility to public. JRUBY-1185.",non_debt
jruby-1.4.0,"// if we are storing a name as well, index is one too high for values",non_debt
jruby-1.4.0,// Map keep track of the next available variable index for a particular prefix,non_debt
jruby-1.4.0,"// no read requested, hook up read to parents output",non_debt
jruby-1.4.0,//        _lexicalNestingLevel = lexicalParent == null ? 0 : ((IR_ScopeImpl)lexicalParent)._lexicalNestingLevel + 1;,non_debt
jruby-1.4.0,"// Insert nesting level to ensure variable names don't conflict across nested scopes! // i.e. definition of %v_1 in a closure shouldn't override the use of %v_1 from the parent scope! //        return new Variable(prefix + _lexicalNestingLevel + ""_"" + idx);",non_debt
jruby-1.4.0,// inline script,non_debt
jruby-1.4.0,//yyLhs 496,non_debt
jruby-1.4.0,// line 303,non_debt
jruby-1.4.0,// line 1116,non_debt
jruby-1.4.0,// line 367,non_debt
jruby-1.4.0,// line 443,non_debt
jruby-1.4.0,// line 1130,non_debt
jruby-1.4.0,//yyGindex 152,non_debt
jruby-1.4.0,// Struct methods,non_debt
jruby-1.4.0,// line 492,non_debt
jruby-1.4.0,// line 464,non_debt
jruby-1.4.0,// line 1087,non_debt
jruby-1.4.0,// line 519,non_debt
jruby-1.4.0,// // INSTANCE VARIABLE API METHODS //,non_debt
jruby-1.4.0,// line 1261,non_debt
jruby-1.4.0,// line 1251,non_debt
jruby-1.4.0,// line 613,non_debt
jruby-1.4.0,// line 720,non_debt
jruby-1.4.0,// line 738,non_debt
jruby-1.4.0,// line 754,non_debt
jruby-1.4.0,// line 757,non_debt
jruby-1.4.0,// line 852,non_debt
jruby-1.4.0,// line 772,non_debt
jruby-1.4.0,// line 782,non_debt
jruby-1.4.0,// line 797,non_debt
jruby-1.4.0,// line 1111,non_debt
jruby-1.4.0,// line 941,non_debt
jruby-1.4.0,// line 1280,non_debt
jruby-1.4.0,// line 871,non_debt
jruby-1.4.0,// now emit bodies,non_debt
jruby-1.4.0,// line 896,non_debt
jruby-1.4.0,// This method is called to build arguments for a block!,non_debt
jruby-1.4.0,// Methods of the Object class (rb_obj_*):,non_debt
jruby-1.4.0,// line 948,non_debt
jruby-1.4.0,// line 960,non_debt
jruby-1.4.0,// line 967,non_debt
jruby-1.4.0,// line 996,non_debt
jruby-1.4.0,// line 986,non_debt
jruby-1.4.0,// line 1058,non_debt
jruby-1.4.0,// line 1100,non_debt
jruby-1.4.0,// line 1097,non_debt
jruby-1.4.0,// can't use -v and stdin,non_debt
jruby-1.4.0,// line 1135,non_debt
jruby-1.4.0,// line 1137,non_debt
jruby-1.4.0,// line 1154,non_debt
jruby-1.4.0,// line 1122,non_debt
jruby-1.4.0,// line 1251,non_debt
jruby-1.4.0,// line 1263,non_debt
jruby-1.4.0,// line 1309,non_debt
jruby-1.4.0,// line 1315,non_debt
jruby-1.4.0,// line 1328,non_debt
jruby-1.4.0,"// NOTE: if 's' happens to the a class, this is effectively an assignment of a class instance variable",non_debt
jruby-1.4.0,// line 1358,non_debt
jruby-1.4.0,// line 1374,non_debt
jruby-1.4.0,// line 1415,non_debt
jruby-1.4.0,// line 1440,non_debt
jruby-1.4.0,// line 1443,non_debt
jruby-1.4.0,// line 1465,non_debt
jruby-1.4.0,// line 1496,non_debt
jruby-1.4.0,// line 1488,non_debt
jruby-1.4.0,// line 1485,non_debt
jruby-1.4.0,// line 1533,non_debt
jruby-1.4.0,// line 1556,non_debt
jruby-1.4.0,// line 1574,non_debt
jruby-1.4.0,// line 1577,non_debt
jruby-1.4.0,// line 1595,non_debt
jruby-1.4.0,// line 955,non_debt
jruby-1.4.0,// line 1638,non_debt
jruby-1.4.0,// line 1069,non_debt
jruby-1.4.0,// line 1661,non_debt
jruby-1.4.0,// line 1705,non_debt
jruby-1.4.0,// line 1111,non_debt
jruby-1.4.0,// lists to aggregate variables and bodies for whens,non_debt
jruby-1.4.0,// line 1775,non_debt
jruby-1.4.0,// line 1023,non_debt
jruby-1.4.0,// line 1054,non_debt
jruby-1.4.0,// line 1818,non_debt
jruby-1.4.0,/*mirko: check*/,non_debt
jruby-1.4.0,/* zero length array */,non_debt
jruby-1.4.0,//yyLhs 542,non_debt
jruby-1.4.0,//yyLhs 542,non_debt
jruby-1.4.0,//yyDefRed 945,non_debt
jruby-1.4.0,//[reg],non_debt
jruby-1.4.0,//yyLen 542,non_debt
jruby-1.4.0,//yyRindex 945,non_debt
jruby-1.4.0,// line 1041,non_debt
jruby-1.4.0,// the CASE instruction,non_debt
jruby-1.4.0,// line 324,non_debt
jruby-1.4.0,// line 327,non_debt
jruby-1.4.0,// line 331,non_debt
jruby-1.4.0,// line 336,non_debt
jruby-1.4.0,// line 348,non_debt
jruby-1.4.0,// line 354,non_debt
jruby-1.4.0,// line 429,non_debt
jruby-1.4.0,// get the incoming case value,non_debt
jruby-1.4.0,// build first node only and return false,non_debt
jruby-1.4.0,// line 459,non_debt
jruby-1.4.0,// line 481,non_debt
jruby-1.4.0,// call isTrue on the result,non_debt
jruby-1.4.0,// line 506,non_debt
jruby-1.4.0,/* $;: field separator */,non_debt
jruby-1.4.0,// line 672,non_debt
jruby-1.4.0,// line 691,non_debt
jruby-1.4.0,// line 549,non_debt
jruby-1.4.0,// line 558,non_debt
jruby-1.4.0,// line 561,non_debt
jruby-1.4.0,// line 610,non_debt
jruby-1.4.0,// line 589,non_debt
jruby-1.4.0,// line 595,non_debt
jruby-1.4.0,// line 623,non_debt
jruby-1.4.0,// line 969,non_debt
jruby-1.4.0,// line 630,non_debt
jruby-1.4.0,// line 661,non_debt
jruby-1.4.0,// Do we have a dynamic container?,non_debt
jruby-1.4.0,// line 699,non_debt
jruby-1.4.0,// add array construction methods,non_debt
jruby-1.4.0,// Record the loop we are beginning to process,non_debt
jruby-1.4.0,// line 779,non_debt
jruby-1.4.0,// line 842,non_debt
jruby-1.4.0,// line 932,non_debt
jruby-1.4.0,// line 944,non_debt
jruby-1.4.0,// line 980,non_debt
jruby-1.4.0,// line 1004,non_debt
jruby-1.4.0,// line 860,non_debt
jruby-1.4.0,"// If true, returns the rest of the array starting at the index",non_debt
jruby-1.4.0,// line 829,non_debt
jruby-1.4.0,// line 866,non_debt
jruby-1.4.0,// line 884,non_debt
jruby-1.4.0,// line 922,non_debt
jruby-1.4.0,// line 1417,non_debt
jruby-1.4.0,// line 1632,non_debt
jruby-1.4.0,// line 627,non_debt
jruby-1.4.0,// line 887,non_debt
jruby-1.4.0,// line 1043,non_debt
jruby-1.4.0,// line 875,non_debt
jruby-1.4.0,// line 909,non_debt
jruby-1.4.0,// line 1078,non_debt
jruby-1.4.0,// line 857,non_debt
jruby-1.4.0,// line 1126,non_debt
jruby-1.4.0,// line 832,non_debt
jruby-1.4.0,// line 1311,non_debt
jruby-1.4.0,// line 1383,non_debt
jruby-1.4.0,// line 1424,non_debt
jruby-1.4.0,// line 826,non_debt
jruby-1.4.0,// line 1038,non_debt
jruby-1.4.0,// 1. Load the module first (lhs of node) // 2. Then load the constant from the module,non_debt
jruby-1.4.0,// line 899,non_debt
jruby-1.4.0,// line 811,non_debt
jruby-1.4.0,// Instance method,non_debt
jruby-1.4.0,// line 1877,non_debt
jruby-1.4.0,// Build IR for body,non_debt
jruby-1.4.0,// line 1995,non_debt
jruby-1.4.0,// multiple conditions for when,non_debt
jruby-1.4.0,// done // done // done // done,non_debt
jruby-1.4.0,"// build ""else"" if it exists",non_debt
jruby-1.4.0,"// Jump to 'l' if this arg is not null.  If null, fall through and build the default value!",non_debt
jruby-1.4.0,// line 848,non_debt
jruby-1.4.0,// Value of the last expression in the block ,non_debt
jruby-1.4.0,// Now for the rest,non_debt
jruby-1.4.0,// Both for fixed arity and variable arity methods,non_debt
jruby-1.4.0,/* ----------- Private Interface ------------ */,non_debt
jruby-1.4.0,// rest of the argument array!,non_debt
jruby-1.4.0,// Assign the closure to the block variable in the parent scope and return it,non_debt
jruby-1.4.0,// line 753,non_debt
jruby-1.4.0,"// While processing loops, this returns the loop that we are processing.",non_debt
jruby-1.4.0,// Build closure body and return the result of the closure,non_debt
jruby-1.4.0,// line 801,non_debt
jruby-1.4.0,// Build args,non_debt
jruby-1.4.0,// Create a new closure context,non_debt
jruby-1.4.0,// Get the container for this new module,non_debt
jruby-1.4.0,// Build args,non_debt
jruby-1.4.0,// Create a new closure context,non_debt
jruby-1.4.0,"// By default, the container for this class is 's'",non_debt
jruby-1.4.0,// Assign the closure to the block variable in the parent scope and return it,non_debt
jruby-1.4.0,// line 727,non_debt
jruby-1.4.0,// line 706,non_debt
jruby-1.4.0,// Build the module body,non_debt
jruby-1.4.0,"// if more than 4 locals, get the locals array too",non_debt
jruby-1.4.0,"// If a closure, the next is simply a return from the closure! // If a regular loop, the next is simply a jump to the end of the iteration",non_debt
jruby-1.4.0,// set attr,non_debt
jruby-1.4.0,// call operator,non_debt
jruby-1.4.0,// get attr,non_debt
jruby-1.4.0,// we won't enter the loop -- just build the condition node,non_debt
jruby-1.4.0,// build first node as non-expr and build second node,non_debt
jruby-1.4.0,"// do nothing, fall back on default compiler below",non_debt
jruby-1.4.0,// This does the assignment!,non_debt
jruby-1.4.0,// use IRubyObject[],non_debt
jruby-1.4.0,"// if v1 is defined and true, we are done! ",non_debt
jruby-1.4.0,// Build the CFG for this scope -- supported only by methods & closures,non_debt
jruby-1.4.0,// args,non_debt
jruby-1.4.0,"// For closures, a redo is a jump to the beginning of the closure // For non-closures, a redo is a jump to the beginning of the loop",non_debt
jruby-1.4.0,// What handles warnings,non_debt
jruby-1.4.0,// Top-level script!,non_debt
jruby-1.4.0,"// Build a dummy static method for the class -- the scope in which all definitions, and class code executes, equivalent to java clinit",non_debt
jruby-1.4.0,"// The ""root"" method of a class -- the scope in which all definitions, and class code executes, equivalent to java clinit",non_debt
jruby-1.4.0,// line 682,non_debt
jruby-1.4.0,// Dummy top-level method for the class,non_debt
jruby-1.4.0,// ------ Define the operations below ----,non_debt
jruby-1.4.0,// def instructions,non_debt
jruby-1.4.0,// create a new temporary variable,non_debt
jruby-1.4.0,// eval instructions,non_debt
jruby-1.4.0,// value copy and type conversion operations,non_debt
jruby-1.4.0,// line 639,non_debt
jruby-1.4.0,// closure instructions,non_debt
jruby-1.4.0,// alu operations,non_debt
jruby-1.4.0,// Loads,non_debt
jruby-1.4.0,// exception instructions,non_debt
jruby-1.4.0,// optimization guards,non_debt
jruby-1.4.0,// a case/when branch,non_debt
jruby-1.4.0,// Stores,non_debt
jruby-1.4.0,// jump and branch operations,non_debt
jruby-1.4.0,/*arg*/,non_debt
jruby-1.4.0,// others,non_debt
jruby-1.4.0,// Returns the containing parent scope -- can be a dynamic value (hence Operand)!,non_debt
jruby-1.4.0,// scripts,non_debt
jruby-1.4.0,// scripts and modules,non_debt
jruby-1.4.0,// line 296,non_debt
jruby-1.4.0,// Run the pass on the passed in scope!,non_debt
jruby-1.4.0,"// By default, return instructions cannot be deleted",non_debt
jruby-1.4.0,// ------- Default implementation methods below -------,non_debt
jruby-1.4.0,// Run the passed in compiler pass on this scope!,non_debt
jruby-1.4.0,// Indicate that we are done processing the loop,non_debt
jruby-1.4.0,// ------- Abstract methods without a default implementation -------,non_debt
jruby-1.4.0,// Check if we can optimize this call based on the receiving method and receiver type // Use the simplified receiver!,non_debt
jruby-1.4.0,// Optimize some core class method calls for constant values,non_debt
jruby-1.4.0,"// If the cfg of the method is around, print the CFG!",non_debt
jruby-1.4.0,/* -------------- Public fields and methods below ---------------- */,non_debt
jruby-1.4.0,"// If we got a simplified value, mark the call dead and insert a copy in its place!",non_debt
jruby-1.4.0,// Readline,non_debt
jruby-1.4.0,// Dataflow problem with which this node is associated // CFG node for which this node contains info.,non_debt
jruby-1.4.0,"// If the call has been optimized away in the previous step, it is no longer a hard boundary for opts!",non_debt
jruby-1.4.0,/* --------- Protected fields/methods below --------- */,non_debt
jruby-1.4.0,/* ----------- Public abstract methods ---------- */,non_debt
jruby-1.4.0,// line 574,non_debt
jruby-1.4.0,// IN is the same!,non_debt
jruby-1.4.0,"/* Compute Meet Over All Paths solution for this dataflow problem on the input CFG.
     * This implements a standard worklist algorithm. */",non_debt
jruby-1.4.0,// IN changed!,non_debt
jruby-1.4.0,"// [adapter, tc]",non_debt
jruby-1.4.0,/* ----------- Public methods with a default implementation ---------- */,non_debt
jruby-1.4.0,/* Individual analyses should override this */,non_debt
jruby-1.4.0,// line 586,non_debt
jruby-1.4.0,// call site,non_debt
jruby-1.4.0,// line 598,non_debt
jruby-1.4.0,// line 696,non_debt
jruby-1.4.0,// We want unique ids for dataflow variables,non_debt
jruby-1.4.0,/* Individual analyses should override this */,non_debt
jruby-1.4.0,// v is defined => It is no longer live before 'i',non_debt
jruby-1.4.0,/* -------------- Private fields and methods below ---------------- */,non_debt
jruby-1.4.0,/* -------------- Protected fields and methods below ---------------- */,non_debt
jruby-1.4.0,// Unique ID assigned to this variable,non_debt
jruby-1.4.0,// invoke,non_debt
jruby-1.4.0,// line 791,non_debt
jruby-1.4.0,// switch to an allocator based on a default constructor,non_debt
jruby-1.4.0,// start out with a default RubyObject allocator,non_debt
jruby-1.4.0,// Traverse the instructions in this basic block in reverse order!,non_debt
jruby-1.4.0,// OUT = UNION(IN(succs)),non_debt
jruby-1.4.0,// class or module,non_debt
jruby-1.4.0,/* ******************** PUBLIC INTERFACE ******************* */,non_debt
jruby-1.4.0,"/* ---------- Protected / package fields, methods --------- */",non_debt
jruby-1.4.0,"/* --------- ""Abstract""/""please-override"" methods --------- */",non_debt
jruby-1.4.0,"// If 'v' is not live at the instruction site, and it has no side effects, mark it dead!",non_debt
jruby-1.4.0,// Do not mark this instruction's operands live if the instruction itself is dead!,non_debt
jruby-1.4.0,/*self*/,non_debt
jruby-1.4.0,// line 782,non_debt
jruby-1.4.0,// line 503,non_debt
jruby-1.4.0,// line 526,non_debt
jruby-1.4.0,"/* ---------- Private fields, methods --------- */",non_debt
jruby-1.4.0,// Used during optimization passes to propagate type and other information,non_debt
jruby-1.4.0,// line 566,non_debt
jruby-1.4.0,// line 546,non_debt
jruby-1.4.0,// line 512,non_debt
jruby-1.4.0,//yyDefRed 889,non_debt
jruby-1.4.0,/*arg1*/,non_debt
jruby-1.4.0,// line 333,non_debt
jruby-1.4.0,// line 494,non_debt
jruby-1.4.0,/* List of all variables used by all operands of this instruction */,non_debt
jruby-1.4.0,/*self*/,non_debt
jruby-1.4.0,// line 478,non_debt
jruby-1.4.0,/* Array of all operands for this instruction */,non_debt
jruby-1.4.0,// line 454,non_debt
jruby-1.4.0,// line 466,non_debt
jruby-1.4.0,"// By default, no simplifications!",non_debt
