project,issue_key,section,type,indicator,text
Thrift,THRIFT-4468,description,code_debt,multi-thread_correctness,"In Delphi all methods that refer to VCL should do it only from main thread. But class TGUIConsole despite the name does not contain any synchronization methods. My suggestion is to rename this class to TStringsConsole, make method InternalWrite virtual and make new class TGUIConsole inherits from TStringsConsole"
Thrift,THRIFT-4468,summary,requirement_debt,non-functional_requirements_not_fully_satisfied,Make the class TGUIConsole thread-safe
Thrift,THRIFT-447,comment_0,code_debt,complex_code,"This patch restructures the code generator to rely on some abstract base classes for clients, processors, and process functions. It makes the generated code marginally smaller and a lot cleaner."
Thrift,THRIFT-447,comment_1,non_debt,-,I just committed an updated version of this patch.
Thrift,THRIFT-447,description,code_debt,complex_code,"The Java generator currently uses the generator to create all of the contents of the myService.Client class, including boring stuff like the constructor and instance variables. It seems like we could just factor this common base stuff out into a BaseClient that lives in the library and simplify the generator accordingly."
Thrift,THRIFT-447,summary,design_debt,non-optimal_design,Make an abstract base Client class so we can generate less code
Thrift,THRIFT-4485,comment_2,non_debt,-,Committed.
Thrift,THRIFT-4485,description,code_debt,low_quality_code,"If a read or write operation on pipes reaches the set timeout, the read/write operation is not properly cancelled. However, the overlapped struct gets freed when leaving the method, which essentially leaves the pending read or write operation with an undefined pointer. Easily reproducible with buffered transport over pipes, a combination that does not work at all anyways. The workaround for both problems is to not use buffered transport with pipes (use framed instead), and some sane tinemouts (not too short)."
Thrift,THRIFT-4485,summary,non_debt,-,Possible invalid ptr AV with overlapped read/write on pipes
Thrift,THRIFT-4498,description,non_debt,-,Can we use phpcs to check code for PSR-2?
Thrift,THRIFT-4498,summary,non_debt,-,add phpcs back
Thrift,THRIFT-4517,comment_0,non_debt,-,"Looks like pulling opam 1.2.2 from github resolves the issue, so I will fix it that way."
Thrift,THRIFT-4517,comment_1,non_debt,-,ocaml is not currently integrated into the build therefore I am not going to re-enable it on xenial - no need.
Thrift,THRIFT-4517,description,non_debt,-,If one removes /root/.opam in the docker image and then try {{opam init -y }} it will fail:
Thrift,THRIFT-4517,summary,non_debt,-,"opam that comes with xenial fails ""opam init"" with stack overflow"
Thrift,THRIFT-452,comment_0,non_debt,-,"The isset should only be true if you ""set"" that field's value to 0. If you do that, then the struct should fail to serialize in the first place. Maybe I'm missing the pattern that gets you to this spot; can you elaborate a little?"
Thrift,THRIFT-452,comment_1,non_debt,-,Writes seem to be done unconditionally:
Thrift,THRIFT-452,comment_2,design_debt,non-optimal_design,"That's because you didn't make your foo field optional. If you make it optional, the isset will be checked. Personally, I think the ""default"" requiredness is confusing - this is the problem you end up with."
Thrift,THRIFT-452,comment_3,non_debt,-,"Is this still an issue, or should I close it?"
Thrift,THRIFT-452,comment_4,design_debt,non-optimal_design,"I agree that it is weird that we initialize the enum to an invalid value. Maybe the default value for enums should default to the first declared value, rather than 0?"
Thrift,THRIFT-452,description,non_debt,-,"In the java library, if you define an enum that does not have a value declared for 0, it seems like you can get into a strange situation. In java, the field for the enum will be set to zero, but isset will be true. Compare to a language like Python where the value will be None, causing isset to effectively be false. When the value is deserialized, Java will check if the enum value is valid, find that it is not, and throw an exception. Any thoughts on the best behavior?"
Thrift,THRIFT-452,summary,non_debt,-,Gotcha with Java enums not having a zero value
Thrift,THRIFT-4543,comment_0,non_debt,-,Duplicate of Please copy your comment over there.
Thrift,THRIFT-4543,description,non_debt,-,"is no longer available, there seems to have been an email/vote stuff going in under the development mailing list, at least I could find a thread about some moving going on.. This currently breaks usage of installing thrift via composer which uses packaigst. Also the website is not updated to reflect these infrastructure changes on where the code repository locations are. Please fix to point at the right upstream git repository."
Thrift,THRIFT-4543,summary,non_debt,-,Apache Thrift unavailable after git repository move
Thrift,THRIFT-4545,comment_0,non_debt,-,I'm seeing errors like this:
Thrift,THRIFT-4545,comment_1,non_debt,-,I am disabling haskell in windows cmake builds until someone can resolve this.
Thrift,THRIFT-4545,description,non_debt,-,Working on it. Progress: Downloading cabal 2.2.0.0... 100% Progress: Downloading ghc 8.4.1... 100%
Thrift,THRIFT-4545,summary,non_debt,-,Appveyor builds are failing due to a haskell / cabal update in chocolatey
Thrift,THRIFT-4546,comment_0,non_debt,-,"Thrift has moved to Github: A read-only repository is made available at git.apache.org for backwards compatibility, see git-wip-us is no longer used."
Thrift,THRIFT-4546,comment_1,non_debt,-,"still points to the old URLs, Github is listed as ""unofficial"" repo"
Thrift,THRIFT-4546,comment_2,non_debt,-,"There are many in the repository, and git-wip-us isn't available anymore. So I opened to update them."
Thrift,THRIFT-4546,comment_3,architecture_debt,using_obsolete_technology,"Part of the reason that the thrift.apache.org site is so woefully under-maintained is that it uses a content manage system from the last century. I have to recommend that we move all our development related content to markdown files within the GitHub repository so that we have better control over it. We should be able to teach GitHub and/or the CI build systems that if the only changes are to a documentation directly, not to do a build."
Thrift,THRIFT-4546,comment_4,non_debt,-,"Why not move the whole site to a separate Github repository? There are Apache projects doing just that and it certainly beats dealing with the CMS, which almost never worked right for me."
Thrift,THRIFT-4546,comment_5,non_debt,-,I fixed the development page.
Thrift,THRIFT-4546,description,non_debt,-,The git repo seems to have been hosed.
Thrift,THRIFT-4546,summary,non_debt,-,Thrift No Longer on ASF Git
Thrift,THRIFT-4559,comment_0,non_debt,-,Committed - thanks!
Thrift,THRIFT-4559,description,code_debt,low_quality_code,"Tested on both 0.11.0 and master. C++ Server, Python Client. SSL sockets. SSL works correctly and communication is successful, however when the client disconnects the server always prints the following message: {{Thrift: Tue Apr 17 15:43:36 2018 TConnectedClient died: SSL_read: error code: 0 (SSL_error_code = 5)}} {{Deeper diving shows that SSL_error_code 5 is SSL_ERROR_SYSCALL. Documentation says to check both errno and the SLL error stack, however upon inspection both return 0 (no error). I believe this message is printed incorrectly.}} Upon inspecting the code for handing SSL_read, it appears that reading is done in a while-loop, which if no error is found is broken out of. At some point a switch-case was added, but the single level of break statements remained, leaving non-errors to break out of the switch instead of the while. A potential fix can be seen here:"
Thrift,THRIFT-4559,summary,code_debt,low_quality_code,TSSLServerSocket incorrectly prints errors
Thrift,THRIFT-459,comment_0,non_debt,-,patch to add RUBY_PREFIX similar to JAVA_PREFIX or PY_PREFIX
Thrift,THRIFT-459,comment_1,non_debt,-,I just committed this. Thanks for the patch!
Thrift,THRIFT-459,description,non_debt,-,"The Ruby installation always tries to write into /Library/Ruby/site, and pays no attention to the --prefix configuration setting. I realize that it probably does not make sense to install the Ruby library cide into prefixDir/lib, but I think it does make sense to be able to build it and install it somewhere other than the standard system location. Not everyone that builds Thrift wants to install the build products to the standard locations."
Thrift,THRIFT-459,summary,non_debt,-,Ruby installation always tries to write to /Library/Ruby/site
Thrift,THRIFT-4604,comment_2,non_debt,-,Committed - thanks.
Thrift,THRIFT-4604,description,code_debt,low_quality_code,When using the Node.js libs in the browser (via browser.js) Int64 isn't exposed the same way as it is in a Node environment. This just adds Int64 to the exports in browser.js to make consuming the libs more consistent with how we do in an actual Node environment.
Thrift,THRIFT-4604,summary,non_debt,-,NodeJS: Expose Int64 from browser.js for consumption by browser
Thrift,THRIFT-4609,comment_0,non_debt,-,"Passing an InnerException back through to the client (through would be a security violation as the stack of the server would be exposed. There should be no plan to add that, but I agree with the remainder of the exception handling within the server or client."
Thrift,THRIFT-4609,description,non_debt,-,"The C# {{Exception}} type offers the ability to store an {{InnerException}} which is sometimes quite helpful for debugging. Hence, wherever appropriate, any exceptions caught and rethrown should be stored into the {{InnerException}} field to provide the original error information to the caller. The only exception (pun intended) to this is - this type is intended to be serialized and sent back to the client. Not only that there is no way to preserve that information, it also [could compromise possibly sensitive information to clients, which is a bad thing to happen w/regard to"
